Trade Id,Exchange,Exchange Trade ID,Client Account ID,Product Code,Date,Opening/Closing,Buy/Sell,Qty,Trade Price,Premium(paid or held),Contract ID,Contract Size,Contract Value,Premium Value,Premium Deadline,Product Type,Option Type,Broker Account,Strike Price,Currency,Last Action
20220330000000ZB,CME,20220330000000ZB,DJEC01,ED1,20220330,0,Buy,2.0,93.0,Undef,2700_F_F_20220700,1000000.0,-1965000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Exercise
2022030100000001,CME,2022030100000001,DJEC01,ED1,20220301,0,Buy,97.0,5.0,Paid,2700_O_C_20220700_0_93.0,1000000.0,0.0,-1212500.0,20220301,Option,Call,DJEB01,93.0,USD,Exercise
202203290000000J,CME,202203290000000J,DJEC01,ED1,20220329,0,Buy,1.0,93.0,Undef,2700_F_F_20220700,1000000.0,-982500.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Exercise
20220330000000ZA,CME,20220330000000ZA,DJEC01,ED1,20220330,0,Buy,20.0,6.0,Paid,2700_O_C_20220700_0_93.0,1000000.0,0.0,-300000.0,20220330,Option,Call,DJEB01,93.0,USD,Insert
20220330000000Z9,EURX,20220330000000Z9,DJEC01,FGBL,20220330,0,Sell,50.0,9.0,Undef,3774_F_F_20220600,100000.0,450000.0,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000HZ,EURX,20220330000000HZ,DJEC01,FGBL,20220330,0,Buy,10.0,157.0,Undef,3774_F_F_20220600,100000.0,-1570000.0,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Amend
20220330000000YB,CME,20220330000000YB,WNTEST82,ED1,20220330,0,Buy,500.0,98.0,Undef,2700_F_F_20220400,1000000.0,-497500000.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Transfer
20220330000000Z5,OMS,20220330000000Z5,BH0001,STIB,20220330,0,Buy,1.0,0.84,Undef,3015_F_F_20220900,1000000.0,-2123.33,0.0,19000101,Future,Undef,BHBR01,0.0,SEK,Insert
20220330000000Z4,CME,20220330000000Z4,ASHISH,ED1,20220330,0,Buy,9.0,125.0,Undef,2700_F_F_20250600,1000000.0,-9562500.0,0.0,19000101,Future,Undef,INDIABR,0.0,USD,Deliver
20220330000000Z2,EURX,20220330000000Z2,NIBCL1,FGBL,20220330,0,Sell,1.0,143.0,Undef,3774_F_F_20220900,100000.0,143000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Exercise
20220330000000Z1,EURX,20220330000000Z1,NIBCL1,FGBL,20220330,0,Buy,1.0,143.0,Undef,3774_F_F_20220600,100000.0,-143000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Exercise
20220330000000LW,EURX,20220330000000LW,NIBCL1,FGBL,20220330,0,Buy,0.0,2.0,Held,3774_O_C_20220500_0_143.0,100000.0,0.0,0.0,20220330,Option,Call,INDIABR,143.0,EUR,Exercise
20220330000000YL,EURX,20220330000000YL,NIBCL1,FGBL,20220330,0,Sell,1.0,143.0,Undef,3774_F_F_20220900,100000.0,143000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,ReverseExercise
20220330000000Z0,LME,20220330000000Z0,RLACC3,AAD,20220330,0,Buy,10.0,35.0,Undef,0039_F_F_20240821,20.0,-7000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
20220330000000YY,CME,20220330000000YY,WNTEST70,ED1,20220330,0,Sell,0.0,98.4,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000YZ,CME,20220330000000YZ,WNTEST70,ED1,20220330,0,Sell,0.0,98.5,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000YW,CME,20220330000000YW,WNTEST70,ED1,20220330,0,Buy,0.0,98.1,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000YX,CME,20220330000000YX,WNTEST70,ED1,20220330,0,Buy,0.0,98.2,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000YV,CME,20220330000000YV,WNTEST95,ED1,20220330,0,Buy,10.0,1.0,Paid,2700_O_C_20220500_0_94.0,1000000.0,0.0,0.0,20220330,Option,Call,WNBRK9,94.0,USD,Amend
20220330000000YU,HKFE,20220330000000YU,RLACC3,PECL,20220330,0,Buy,100.0,3.8,Undef,S428_F_F_20220900,2000.0,-760000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,HKD,Insert
20220330000000YT,NYME,20220330000000YT,PAMCACC1,NYWS,20220330,0,Buy,125.0,107.82,Undef,ND31_F_F_20220500,1000.0,-13477500.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000YS,NYME,20220330000000YS,PAMCACC1,NYWS,20220330,0,Sell,125.0,106.32,Undef,ND31_F_F_20220500,1000.0,13290000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000YR,NYME,20220330000000YR,PAMCACC1,NYWS,20220330,0,Buy,125.0,107.82,Undef,ND31_F_F_20220500,1000.0,-13477500.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000YQ,NYME,20220330000000YQ,PAMCACC1,NYWS,20220330,0,Sell,125.0,106.32,Undef,ND31_F_F_20220500,1000.0,13290000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000YP,NYME,20220330000000YP,PAMCACC1,NYWS,20220330,0,Buy,125.0,107.82,Undef,ND31_F_F_20220500,1000.0,-13477500.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000YO,NYME,20220330000000YO,PAMCACC1,NYWS,20220330,0,Sell,125.0,106.32,Undef,ND31_F_F_20220500,1000.0,13290000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000YN,NYME,20220330000000YN,PAMCACC1,NYA2,20220330,0,Buy,1.0,3.0,Undef,5I75_F_F_20220500,1000.0,-3000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,Insert
202203290000000I,EURX,202203290000000I,NIBCL1,EBMF,20220329,0,Buy,31.0,10.0,Undef,M242_F_F_20221200,100.0,-31000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,P+S
202203290000000H,EURX,202203290000000H,NIBCL1,EBMF,20220329,0,Sell,0.0,1.0,Undef,M242_F_F_20221200,100.0,0.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,P+S
20220330000000LX,EURX,20220330000000LX,NIBCL1,FGBL,20220330,0,Buy,1.0,143.0,Undef,3774_F_F_20220600,100000.0,-143000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,ReverseExercise
20220330000000XB,EURX,20220330000000XB,NIBCL1,EBMW,20220330,0,Buy,0.0,0.5,Paid,N205_O_C_20220400_0_59.0,101.0,0.0,0.0,20220330,Option,Call,INDIABR,59.0,EUR,Exercise
20220330000000XA,EURX,20220330000000XA,NIBCL1,EBMW,20220330,0,Buy,0.0,2.0,Paid,N205_O_C_20220400_0_59.0,100.0,0.0,0.0,20220330,Option,Call,INDIABR,59.0,EUR,Exercise
20220330000000U5,EURX,20220330000000U5,NIBCL1,EBMW,20220330,0,Buy,0.0,2.0,Paid,N205_O_C_20220400_0_52.4416,112.5062,0.0,0.0,20220330,Option,Call,INDIABR,52.4416,EUR,Exercise
20220330000000WF,EURX,20220330000000WF,NIBCL1,EBMW,20220330,0,Sell,0.0,1.0,Paid,N205_O_C_20220400_0_26.6652,225.0123,0.0,0.0,20220330,Option,Call,INDIABR,26.6652,EUR,Assigned
20220330000000M3,EURX,20220330000000M3,NIBCL1,EBMW,20220330,0,Buy,0.0,1.0,Paid,N205_O_C_20220400_0_26.55,222.2222,0.0,0.0,20220330,Option,Call,INDIABR,26.55,EUR,Exercise
202203290000000G,CME,202203290000000G,CLI1,XAF,20220329,0,Sell,0.0,450.0,Undef,VJ07_F_F_20220600,250.0,0.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,P+S
202203290000000F,CME,202203290000000F,CLI1,XAF,20220329,0,Buy,7.0,2550.0,Undef,VJ07_F_F_20220600,250.0,-4462500.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,P+S
20220330000000W6,CME,20220330000000W6,WNTEST80,ED1,20220330,0,Sell,5.0,98.1,Undef,2700_F_F_20220500,1000000.0,4976250.0,0.0,19000101,Future,Undef,WNBRK2,0.0,USD,Transfer
20220330000000YA,EURX,EURX_20220330_WILL001,WNTEST80,ATXE,20220330,0,Buy,12.0,101.01,Undef,ES32_F_F_20220600,10.0,-12121.2,0.0,19000101,Future,Undef,WNBRK1,0.0,EUR,Amend
20220330000000YC,CBT,20220330000000YC,PAMCACC1,CBO,20220330,0,Buy,100.0,0.015625,Paid,2450_O_C_20220500_0_146.0,100000.0,0.0,-1563.0,20220330,Option,Call,PAMBRO1,146.0,USD,Insert
20220330000000Y8,NYME,20220330000000Y8,PAMCACC1,NYWS,20220330,0,Sell,125.0,106.32,Undef,ND31_F_F_20220500,1000.0,13290000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000Y9,NYME,20220330000000Y9,PAMCACC1,NYWS,20220330,0,Buy,125.0,107.82,Undef,ND31_F_F_20220500,1000.0,-13477500.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000Y6,IFLX,20220330000000Y6,PAMCACC1,ROBC,20220330,0,Buy,25.0,20.0,Undef,PE40_F_F_20220500,10.0,-5000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000Y3,CME,20220330000000Y3,RLEXE1,ED1,20220330,0,Buy,12.0,97.2,Undef,2700_F_F_20300900,1000000.0,-11916000.0,0.0,19000101,Future,Undef,RLEXBRO2,0.0,USD,Insert
20220330000000XU,CME,20220330000000XU,WNTEST82,ED1,20220330,0,Buy,55.0,98.2,Undef,2700_F_F_20220400,1000000.0,-54752500.0,0.0,19000101,Future,Undef,WNBRK11,0.0,USD,Unbook
2022033100000002,CME,2022033100000002,WNTEST81,ED1,20220330,0,Buy,100.0,98.0,Undef,2700_F_F_20220500,1000000.0,-99500000.0,0.0,19000101,Future,Undef,WNOTCBRK,0.0,USD,Book
20220330000000Y1,OCC,20220330000000Y1,PATXXX,ESA,20220330,0,Buy,1.0,1.2,Paid,V174_O_C_20220330_0_100.0,100.0,0.0,-120.0,20220330,Option,Call,PATBRK,100.0,USD,Insert
20220330000000Y0,NYME,20220330000000Y0,PAMCACC1,NYWS,20220330,0,Buy,150.0,107.82,Undef,ND31_F_F_20220500,1000.0,-16173000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
20220330000000XZ,NYME,20220330000000XZ,PAMCACC1,NYWS,20220330,0,Sell,150.0,106.32,Undef,ND31_F_F_20220500,1000.0,15948000.0,0.0,19000101,Future,Undef,PAMBRO1,0.0,USD,ReverseExercise
202203300000006A,CBT,202203300000006A,RLACC5,CSB,20220330,0,Buy,3250.0,1430.0,Undef,2390_F_F_20230300,5000.0,-232375000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Amend
20220330000000XT,IFEU,20220330000000XT,DLS003,IIMM,20220330,0,Sell,100.0,35.0,Undef,EH81_F_F_20220400,100.0,350000.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
2023021500000001,IFEU,2023021500000001,DLS001,IIMM,20220330,0,Buy,400.0,15.0,Undef,EH81_F_F_20220400,100.0,-600000.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Book
20220330000000XR,IFEU,20220330000000XR,DLS002,IIMM,20220330,0,Sell,50.0,20.0,Undef,EH81_F_F_20220400,100.0,100000.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000000XQ,CME,20220330000000XQ,DLS003,CBRP,20220330,0,Sell,100.0,135.0,Undef,2721_F_F_20220400,62500.0,8437500.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000000WL,LME,20220330000000WL,RLACC5,AHD,20220330,0,Buy,20.0,3010.0,Undef,0036_F_F_20270421,25.0,-1505000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Amend
2022033000000057,EURX,2022033000000057,RLACC1,FGBL,20220330,0,Buy,140.0,159.0,Undef,3774_F_F_20221200,100000.0,-22260000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,EUR,Amend
20220330000000XH,CME,CME_20220330_RLREF0000088,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
20220330000000WV,CME,CME_20220330_RLREF0000009,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Book
20220330000000WX,CME,CME_20220330_RLREF0000008,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Amend
20220330000000WY,CME,CME_20220330_RLREF0000007,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Amend
20220330000000WU,CME,CME_20220330_RLREF0000005,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Amend
20220330000000WW,CME,CME_20220330_RLREF0000006,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Amend
20220330000000WT,CME,CME_20220330_RLREF0000004,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Book
20220330000000WS,CME,CME_20220330_RLREF0000003,RLACC1,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20240900,50.0,-230000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Book
202203300000004K,CME,202203300000004K,RLACC1,ED1,20220330,0,Buy,10.0,98.2,Undef,2700_F_F_20250900,1000000.0,-9955000.0,0.0,19000101,Future,Undef,BR3,0.0,USD,Merge
202203300000004J,CME,202203300000004J,RLACC1,ED1,20220330,0,Buy,20.0,98.2,Undef,2700_F_F_20250900,1000000.0,-19910000.0,0.0,19000101,Future,Undef,BR3,0.0,USD,Merge
20220330000000A3,CME,20220330000000A3,RLACC1,ED1,20220330,0,Buy,30.0,98.2,Undef,2700_F_F_20250900,1000000.0,-29865000.0,0.0,19000101,Future,Undef,BR3,0.0,USD,Unmerge
20220330000000XD,NZX,20220330000000XD,DJEC01,AMFF,20220330,0,Buy,9999.0,999.0,Undef,VU35_F_F_20220300,1.0,-9989001.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Charges
20220330000000TU,CME,20220330000000TU,WNTEST97,ED1,20220330,0,Buy,1.0,1.0,Paid,2700_O_C_20220500_0_95.0,1000000.0,0.0,-2500.0,20220330,Option,Call,WNBRK7,95.0,USD,Amend
20220330000000X9,EURX,20220330000000X9,ASHISH,FGBL,20220330,0,Sell,10.0,126.0,Undef,3774_F_F_20220900,100000.0,1260000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,P+S
20220330000000X7,EURX,20220330000000X7,ASHISH,FGBL,20220330,0,Buy,0.0,125.0,Undef,3774_F_F_20220900,100000.0,0.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,P+S
20220330000000PO,EURX,20220330000000PO,NIBCL2,EBMW,20220330,0,Sell,3.0,2.0,Paid,N205_O_C_20230600_0_360.0,222.2222,0.0,600.0,20220330,Option,Call,INDIABR,360.0,EUR,Recap
20220330000000H7,EURX,20220330000000H7,NBASCL1,EBMW,20220330,0,Sell,1500.0,100.0,Paid,N205_O_C_20220400_0_27.0,222.2222,0.0,30000000.0,20220330,Option,Call,NBASBR1,27.0,EUR,Recap
2022033000000078,EURX,2022033000000078,NIBEUC2,EBMW,20220330,0,Buy,500.0,120.0,Paid,N205_O_C_20220500_0_27.0,222.2222,0.0,-12000000.0,20220330,Option,Call,NIBEUB1,27.0,EUR,Recap
20220330000000WA,EURX,20220330000000WA,NIBCL2,EBMW,20220330,0,Sell,60.0,2.0,Paid,N205_O_C_20221200_0_12.4438,225.0123,0.0,24301.2,20220330,Option,Call,INDIABR,12.4438,EUR,Recap
20220330000000X5,CBT,20220330000000X5,PAMCACC1,TN1,20220330,0,Buy,15.0,4.0,Paid,2355_O_C_20221000_0_118.0,100000.0,0.0,-60.0,20220330,Option,Call,PAMBRO1,118.0,USD,Insert
20220330000000X3,EURX,EURX_20220330_DAGAN00AH,DJEIMP1,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000X2,EURX,EURX_20220330_DAGAN00AF,DJEIMP1,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000X1,EURX,EURX_20220330_DAGAN00AE,DJEIMP1,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000X0,EURX,EURX_20220330_DAGAN00AD,DJEIMP1,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000WZ,EURX,EURX_20220330_DAGAN00AC,DJEIMP1,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000WP,CME,CME_20220330_RXREF0000001,DJEC02,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20220900,50.0,-230000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Insert
20220330000000WO,CME,CME_20220330_IONREF000020,DJEC02,ES,20220330,0,Buy,1.0,4600.0,Undef,2711_F_F_20220900,50.0,-230000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Insert
20220330000000WN,EURX,EURX_20220330_DAGAN00AB,DJEIMP2,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
20220330000000WM,EURX,EURX_20220330_DAGAN00AA,DJEIMP1,ATXE,20220330,0,Buy,11.0,101.01,Undef,ES32_F_F_20220600,10.0,-11111.1,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
202203290000000E,CBT,202203290000000E,RLACC5,C,20220329,0,Buy,100.0,640.0,Undef,2385_F_F_20230900,5000.0,-3200000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
202203300000005U,CBT,202203300000005U,RLACC5,C,20220330,0,Buy,725.0,670.0,Undef,2385_F_F_20220900,5000.0,-24287500.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,P+S
202203300000005V,CBT,202203300000005V,RLACC5,C,20220330,0,Sell,2275.0,675.0,Undef,2385_F_F_20220900,5000.0,76781250.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,P+S
202203300000005S,CBT,202203300000005S,RLACC5,C,20220330,0,Buy,4350.0,700.0,Undef,2385_F_F_20220700,5000.0,-152250000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,P+S
202203300000005T,CBT,202203300000005T,RLACC5,C,20220330,0,Sell,3350.0,730.0,Undef,2385_F_F_20220700,5000.0,122275000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,P+S
20220330000000WK,EURX,20220330000000WK,NIBCL1,FGBL,20220330,0,Buy,12.0,0.0,Undef,3774_F_F_20220600,100000.0,0.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Insert
20220330000000WJ,EURX,20220330000000WJ,NIBCL2,FGBL,20220330,0,Buy,21.0,2.0,Held,3774_O_C_20221000_0_142.0,100000.0,-42000.0,-42000.0,20220330,Option,Call,INDIABR,142.0,EUR,Insert
20220330000000WI,EURX,20220330000000WI,NIBCL2,FGBL,20220330,0,Buy,6.0,142.0,Undef,3774_F_F_20221200,100000.0,-852000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Amend
20220330000000W1,CME,20220330000000W1,WNTEST99,ED1,20220330,0,Buy,15.0,98.1,Undef,2700_F_F_20220400,1000000.0,-14928750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Charges
20220330000000WG,NZX,20220330000000WG,DJEC01,AMFF,20220330,0,Buy,1.0,1.0,Undef,VU35_F_F_20220300,1.0,-1.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Insert
202203300000002T,EURX,202203300000002T,NIBCL1,EBMW,20220330,0,Buy,1.0,1.0,Paid,N205_O_C_20220400_0_29.628,202.5111,0.0,-25.0,20220330,Option,Call,INDIABR,29.628,EUR,Unbook
20220330000000WE,CME,20220330000000WE,WNTEST81,ED1,20220330,0,Buy,7.0,98.1,Undef,2700_F_F_20220500,1000000.0,-6966750.0,0.0,19000101,Future,Undef,WNBRK2,0.0,USD,Book
20220330000000WD,CME,20220330000000WD,WNTEST81,ED1,20220330,0,Sell,7.0,98.2,Undef,2700_F_F_20220500,1000000.0,6968500.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000WB,NZX,20220330000000WB,DJEC02,AMFF,20220330,0,Buy,100.0,5.0,Undef,VU35_F_F_20220300,1.0,-500.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Book
20220330000000W8,NZX,20220330000000W8,DJEC02,AMFF,20220330,0,Buy,100.0,50.0,Undef,VU35_F_F_20220300,1.0,-5000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Charges
20220330000000IQ,EURX,20220330000000IQ,NIBCL1,EBMW,20220330,0,Sell,60.0,2.0,Paid,N205_O_C_20221200_0_13.8264,202.5111,0.0,24000.0,20220330,Option,Call,INDIABR,13.8264,EUR,Unbook
2022033000000098,CME,2022033000000098,PATXXX,ED1,20220330,0,Sell,69.0,0.2,Paid,2700_O_C_20221200_0_99.125,1000000.0,0.0,34500.0,20220330,Option,Call,PATBRK,99.125,USD,Assigned
20220330000000W9,CME,20220330000000W9,PATXXX,ED1,20220330,0,Sell,1.0,99.125,Undef,2700_F_F_20221200,1000000.0,997812.5,0.0,19000101,Future,Undef,PATBRK,0.0,USD,Assigned
20220330000000W4,CME,20220330000000W4,WNTEST80,ED1,20220330,0,Buy,7.0,98.1,Undef,2700_F_F_20220500,1000000.0,-6966750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Unbook
20220330000000QQ,EURX,20220330000000QQ,NIBCL1,FGBL,20220330,0,Buy,9.0,145.0,Undef,3774_F_F_20220600,100000.0,-1305000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Amend
20220330000000W3,CME,20220330000000W3,WNTEST99,ED1,20220330,0,Sell,16.0,98.2,Undef,2700_F_F_20220400,1000000.0,15928000.0,0.0,19000101,Future,Undef,WNBRK2,0.0,USD,Book
20220330000000W2,CME,20220330000000W2,WNTEST99,ED1,20220330,0,Buy,25.0,98.3,Undef,2700_F_F_20220400,1000000.0,-24893750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Insert
20220330000000VX,CME,20220330000000VX,WNTEST98,ED1,20220330,0,Sell,7.0,98.1,Undef,2700_F_F_20220400,1000000.0,6966750.0,0.0,19000101,Future,Undef,WNBRK2,0.0,USD,Book
20220330000000VV,CME,20220330000000VV,WNTEST98,ED1,20220330,0,Buy,7.0,98.0,Undef,2700_F_F_20220400,1000000.0,-6965000.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000VS,NZX,20220330000000VS,DJEC01,AMFF,20220330,0,Buy,100.0,500.0,Undef,VU35_F_F_20220300,1.0,-50000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Insert
20220330000000VR,NZX,20220330000000VR,DJEC01,AMFF,20220330,0,Buy,100.0,4.0,Undef,VU35_F_F_20220300,1.0,-400.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Charges
20220330000000TW,CME,20220330000000TW,WNCLT2,ED1,20220330,0,Sell,100.0,1.2,Paid,2700_O_C_20220500_0_95.0,1000000.0,0.0,300000.0,20220330,Option,Call,WNBRK2,95.0,USD,Transfer
20220330000000M6,CME,20220330000000M6,DAN02,ED1,20210324,0,Buy,0.0,98.0,Paid,2700_O_C_20220400_0_94.0,1000000.0,0.0,0.0,20210324,Option,Call,DANCBE01,94.0,USD,Exercise
2021032400000001,CME,2021032400000001,DAN02,ED1,20210208,0,Buy,0.0,98.0,Paid,2700_O_C_20220400_0_94.0,1000000.0,0.0,0.0,20210208,Option,Call,DANCBE01,94.0,USD,Exercise
20220330000000VD,CME,20220330000000VD,MA3,CBRP,20220330,0,Sell,1.0,122.0,Undef,2721_F_F_20220400,62500.0,76250.0,0.0,19000101,Future,Undef,CMESB,0.0,USD,Amend
20220330000000V5,CME,20220330000000V5,CA11,CBRP,20220330,0,Buy,1.0,134.0,Undef,2721_F_F_20220500,62500.0,-83750.0,0.0,19000101,Future,Undef,CMESC,0.0,USD,Amend
20220330000000VA,CME,20220330000000VA,MA3,CBRP,20220330,0,Sell,1.0,122.0,Undef,2721_F_F_20220400,62500.0,76250.0,0.0,19000101,Future,Undef,CMESB,0.0,USD,Book
20220330000000VC,CME,20220330000000VC,MA1,CBRP,20220330,0,Buy,2.0,122.0,Undef,2721_F_F_20220400,62500.0,-152500.0,0.0,19000101,Future,Undef,CMEH,0.0,USD,Amend
20220330000000VB,CME,20220330000000VB,MA5,CBRP,20220330,0,Sell,1.0,122.0,Undef,2721_F_F_20220400,62500.0,76250.0,0.0,19000101,Future,Undef,CMEH,0.0,USD,Book
20220330000000VM,CME,20220330000000VM,CA14,CBRP,20220330,0,Sell,5.0,133.0,Undef,2721_F_F_20220500,62500.0,415625.0,0.0,19000101,Future,Undef,CMESC,0.0,USD,Insert
20220330000000V1,CME,20220330000000V1,CA15,CBRP,20220330,0,Sell,1.0,123.0,Undef,2721_F_F_20220400,62500.0,76875.0,0.0,19000101,Future,Undef,CMESC,0.0,USD,Book
20220330000000V0,CME,20220330000000V0,CA11,CBRP,20220330,0,Sell,4.0,122.5,Undef,2721_F_F_20220400,62500.0,306250.0,0.0,19000101,Future,Undef,CMESC,0.0,USD,Amend
20220330000000UZ,CME,20220330000000UZ,CA14,CBRP,20220330,0,Buy,10.0,122.0,Undef,2721_F_F_20220400,62500.0,-762500.0,0.0,19000101,Future,Undef,CMESC,0.0,USD,Book
20220330000000VL,CME,20220330000000VL,MA12,CBRP,20220330,0,Sell,3.0,133.0,Undef,2721_F_F_20220500,62500.0,249375.0,0.0,19000101,Future,Undef,CMESC,0.0,USD,Insert
20220330000000V3,CME,20220330000000V3,MA12,CBRP,20220330,0,Sell,5.0,122.5,Undef,2721_F_F_20220400,62500.0,382812.5,0.0,19000101,Future,Undef,CMESC,0.0,USD,Amend
